Database,Schema,Table,Column,Tag,Data Type,Column Length,Nullable,Rows in Table,Notes,How to Mask,How it was Masked,Comments
DBP01,THE,BLANKET_ROAD_MARK,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,COMMUNICATION_SITE,FOREST_FILE_ID,PUBLIC,VARCHAR2,10,N,345,,,,
DBP01,THE,COMMUNICATION_SITE,AMENDMENT_ID,PUBLIC,VARCHAR2,5,N,,,,,
DBP01,THE,COMMUNICATION_SITE,AMEND_STATUS_CODE,PUBLIC,VARCHAR2,3,N,,,,,
DBP01,THE,COMMUNICATION_SITE,AMEND_STATUS_DATE,CONFIDENTIAL,DATE,7,N,,,,,
DBP01,THE,COMMUNICATION_SITE,CURRENT_IND,PUBLIC,VARCHAR2,1,N,,,,,
DBP01,THE,COMMUNICATION_SITE,PRIMARY_TENURE_HOLDER,CONFIDENTIAL,VARCHAR2,50,N,,,Set to D or Scramble,"alter trigger THE.FI_CS_AU_TR disable;
alter trigger CS_OSDBSYNC_A_I_U_D disable;
update communication_site set PRIMARY_TENURE_HOLDER = 'D', official_description = null, other_users = null, comments = null,
ENTRY_USERID = 'D', UPDATE_USERID = 'D';
commit;
alter trigger THE.FI_CS_AU_TR enable;
alter trigger THE.CS_OSDBSYNC_A_I_U_D enable;
",
DBP01,THE,COMMUNICATION_SITE,SITE_NAME,CONFIDENTIAL,VARCHAR2,255,N,,,,,
DBP01,THE,COMMUNICATION_SITE,OFFICIAL_DESCRIPTION,CONFIDENTIAL,VARCHAR2,255,Y,,,Set to NULL or Scramble,,
DBP01,THE,COMMUNICATION_SITE,TENURE_TERM,PUBLIC,NUMBER,4,Y,,,,,
DBP01,THE,COMMUNICATION_SITE,APPLICATION_DATE,CONFIDENTIAL,DATE,7,N,,,,,
DBP01,THE,COMMUNICATION_SITE,OCCUPANCY_DATE,CONFIDENTIAL,DATE,7,N,,,,,
DBP01,THE,COMMUNICATION_SITE,EXPIRY_DATE,CONFIDENTIAL,DATE,7,N,,,,,
DBP01,THE,COMMUNICATION_SITE,TOWER_LOCATION_LATITUDE,CONFIDENTIAL,VARCHAR2,9,N,,,,,
DBP01,THE,COMMUNICATION_SITE,TOWER_LOCATION_LONGITUDE,CONFIDENTIAL,VARCHAR2,9,N,,,,,
DBP01,THE,COMMUNICATION_SITE,TOWER_ELEVATION,PUBLIC,NUMBER,"5,1",N,,,,,
DBP01,THE,COMMUNICATION_SITE,PARCEL_SIZE,PUBLIC,NUMBER,"4,1",N,,,,,
DBP01,THE,COMMUNICATION_SITE,OTHER_USERS,CONFIDENTIAL,VARCHAR2,255,Y,,,Set to NULL or Scramble,,
DBP01,THE,COMMUNICATION_SITE,COMMENTS,CONFIDENTIAL,VARCHAR2,255,Y,,,Set to NULL or Scramble,,
DBP01,THE,COMMUNICATION_SITE,RETIREMENT_DATE,PUBLIC,DATE,7,Y,,,,,
DBP01,THE,COMMUNICATION_SITE,REVISION_COUNT,PUBLIC,NUMBER,5,Y,,,,,
DBP01,THE,COMMUNICATION_SITE,ENTRY_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,,
DBP01,THE,COMMUNICATION_SITE,ENTRY_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,COMMUNICATION_SITE,UPDATE_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,,
DBP01,THE,COMMUNICATION_SITE,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,CUT_BLOCK,CB_SKEY,PUBLIC,NUMBER,10,N,321699,,,,
DBP01,THE,CUT_BLOCK,HVA_SKEY,PUBLIC,NUMBER,10,Y,,,,,
DBP01,THE,CUT_BLOCK,FOREST_FILE_ID,PUBLIC,VARCHAR2,10,N,,,,,
DBP01,THE,CUT_BLOCK,CUTTING_PERMIT_ID,PUBLIC,VARCHAR2,3,Y,,,,,
DBP01,THE,CUT_BLOCK,TIMBER_MARK,PUBLIC,VARCHAR2,10,Y,,,,,
DBP01,THE,CUT_BLOCK,CUT_BLOCK_ID,PUBLIC,VARCHAR2,10,N,,,,,
DBP01,THE,CUT_BLOCK,SP_EXEMPT_IND,PUBLIC,VARCHAR2,1,N,,,,,
DBP01,THE,CUT_BLOCK,BLOCK_STATUS_DATE,CONFIDENTIAL,DATE,7,Y,,,,,
DBP01,THE,CUT_BLOCK,CUT_BLOCK_DESCRIPTION,CONFIDENTIAL,VARCHAR2,120,Y,,,Set to NULL or Scramble,alter trigger THE.CB_OSDBSYNC_A_I_U_D disable;,
DBP01,THE,CUT_BLOCK,CUT_REGULATION_CODE,PUBLIC,VARCHAR2,3,Y,,,,alter trigger THE.CBLK_B_I_U_D disable;,
DBP01,THE,CUT_BLOCK,BLOCK_STATUS_ST,PUBLIC,VARCHAR2,3,N,,,,"update cut_block set cut_block_description = null, ENTRY_USERID = 'D', UPDATE_USERID = 'D';",
DBP01,THE,CUT_BLOCK,REFOREST_DECLARE_TYPE_CODE,PUBLIC,VARCHAR2,3,Y,,,,323604 rows updated.,
DBP01,THE,CUT_BLOCK,REVISION_COUNT,PUBLIC,NUMBER,5,N,,,,alter trigger THE.CB_OSDBSYNC_A_I_U_D enable;,
DBP01,THE,CUT_BLOCK,ENTRY_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,alter trigger THE.CBLK_B_I_U_D enable;,
DBP01,THE,CUT_BLOCK,ENTRY_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,CUT_BLOCK,UPDATE_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,,
DBP01,THE,CUT_BLOCK,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,CUT_BLOCK_CLIENT,CBLK_CLIENT_SKEY,PUBLIC,NUMBER,10,N,51158,,,,
DBP01,THE,CUT_BLOCK_CLIENT,CB_SKEY,PUBLIC,NUMBER,10,N,,,,,
DBP01,THE,CUT_BLOCK_CLIENT,CUT_BLOCK_CLIENT_TYPE_CODE,PUBLIC,VARCHAR2,1,N,,,,,
DBP01,THE,CUT_BLOCK_CLIENT,LICENSEE_START_DATE,CONFIDENTIAL,DATE,7,Y,,,,,
DBP01,THE,CUT_BLOCK_CLIENT,LICENSEE_END_DATE,CONFIDENTIAL,DATE,7,Y,,,,,
DBP01,THE,CUT_BLOCK_CLIENT,CLIENT_LOCN_CODE,PROTECTED_A,VARCHAR2,2,N,,,,,
DBP01,THE,CUT_BLOCK_CLIENT,CLIENT_NUMBER,PROTECTED_A,VARCHAR2,8,N,,,,,
DBP01,THE,CUT_BLOCK_CLIENT,REVISION_COUNT,PUBLIC,NUMBER,5,N,,,,,
DBP01,THE,CUT_BLOCK_CLIENT,ENTRY_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,"THE@masking.nrs.bcgov> update cut_block_client set ENTRY_USERID = 'D', UPDATE_USERID = 'D';",
DBP01,THE,CUT_BLOCK_CLIENT,ENTRY_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,CUT_BLOCK_CLIENT,UPDATE_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,51183 rows updated.,
DBP01,THE,CUT_BLOCK_CLIENT,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,CUT_BLOCK_KEY_EVENT,CUT_BLOCK_KEY_EVENT_ID,PUBLIC,NUMBER,10,N,1714,,,,
DBP01,THE,CUT_BLOCK_KEY_EVENT,CB_SKEY_FROM,CONFIDENTIAL,NUMBER,10,N,,,,,
DBP01,THE,CUT_BLOCK_KEY_EVENT,CB_SKEY_TO,CONFIDENTIAL,NUMBER,10,Y,,,,,
DBP01,THE,CUT_BLOCK_KEY_EVENT,CUT_BLOCK_KEY_EVENT_CODE,CONFIDENTIAL,VARCHAR2,1,N,,,,,
DBP01,THE,CUT_BLOCK_KEY_EVENT,EVENT_COMMENT,CONFIDENTIAL,VARCHAR2,2000,Y,,,Set to NULL or Scramble,"THE@masking.nrs.bcgov> update cut_block_key_event set EVENT_COMMENT = null, ENTRY_USERID = 'D', UPDATE_USERID = 'D';",
DBP01,THE,CUT_BLOCK_KEY_EVENT,REVISION_COUNT,PUBLIC,NUMBER,5,N,,,,,
DBP01,THE,CUT_BLOCK_KEY_EVENT,ENTRY_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,1716 rows updated.,
DBP01,THE,CUT_BLOCK_KEY_EVENT,ENTRY_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,CUT_BLOCK_KEY_EVENT,UPDATE_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,,
DBP01,THE,CUT_BLOCK_KEY_EVENT,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,CUT_BLOCK_OPEN_ADMIN,CUT_BLOCK_OPEN_ADMIN_ID,PUBLIC,NUMBER,10,N,376037,,,,
DBP01,THE,CUT_BLOCK_OPEN_ADMIN,FOREST_FILE_ID,PUBLIC,VARCHAR2,10,Y,,,,,
DBP01,THE,CUT_BLOCK_OPEN_ADMIN,TIMBER_MARK,PUBLIC,VARCHAR2,10,Y,,,,,
DBP01,THE,CUT_BLOCK_OPEN_ADMIN,CUT_BLOCK_ID,PUBLIC,VARCHAR2,10,Y,,,,,
DBP01,THE,CUT_BLOCK_OPEN_ADMIN,CUTTING_PERMIT_ID,PUBLIC,VARCHAR2,3,Y,,,,,
DBP01,THE,CUT_BLOCK_OPEN_ADMIN,DISTURBANCE_GROSS_AREA,PUBLIC,NUMBER,"11,4",Y,,,,,
DBP01,THE,CUT_BLOCK_OPEN_ADMIN,DISTURBANCE_START_DATE,PUBLIC,DATE,7,Y,,,,,
DBP01,THE,CUT_BLOCK_OPEN_ADMIN,DISTURBANCE_END_DATE,PUBLIC,DATE,7,Y,,,,,
DBP01,THE,CUT_BLOCK_OPEN_ADMIN,OPENING_ID,PUBLIC,NUMBER,10,Y,,,,,
DBP01,THE,CUT_BLOCK_OPEN_ADMIN,OPENING_GROSS_AREA,PUBLIC,NUMBER,"11,4",Y,,,,,
DBP01,THE,CUT_BLOCK_OPEN_ADMIN,PLANNED_HARVEST_DATE,PUBLIC,DATE,7,Y,,,,,
DBP01,THE,CUT_BLOCK_OPEN_ADMIN,PLANNED_GROSS_BLOCK_AREA,PUBLIC,NUMBER,"11,4",Y,,,,,
DBP01,THE,CUT_BLOCK_OPEN_ADMIN,PLANNED_NET_BLOCK_AREA,PUBLIC,NUMBER,"11,4",Y,,,,,
DBP01,THE,CUT_BLOCK_OPEN_ADMIN,OPENING_PRIME_LICENCE_IND,PUBLIC,VARCHAR2,1,Y,,,,,
DBP01,THE,CUT_BLOCK_OPEN_ADMIN,CB_SKEY,PUBLIC,NUMBER,10,Y,,,,,
DBP01,THE,CUT_BLOCK_OPEN_ADMIN,REVISION_COUNT,PUBLIC,NUMBER,5,N,,,,,
DBP01,THE,CUT_BLOCK_OPEN_ADMIN,ENTRY_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,"update cut_block_open_admin set ENTRY_USERID = 'D', UPDATE_USERID = 'D';",
DBP01,THE,CUT_BLOCK_OPEN_ADMIN,ENTRY_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,CUT_BLOCK_OPEN_ADMIN,UPDATE_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,377955 rows updated.,
DBP01,THE,CUT_BLOCK_OPEN_ADMIN,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,CUTTING_PERMIT_POSTPONEMENT,CP_POSTPONEMENT_ID,PUBLIC,NUMBER,10,N,1210,,,,
DBP01,THE,CUTTING_PERMIT_POSTPONEMENT,HVA_SKEY,PUBLIC,NUMBER,10,N,,,,,
DBP01,THE,CUTTING_PERMIT_POSTPONEMENT,CP_POSTPONEMENT_START_DATE,CONFIDENTIAL,DATE,7,N,,,,,
DBP01,THE,CUTTING_PERMIT_POSTPONEMENT,CP_POSTPONEMENT_EXPIRY_DATE,CONFIDENTIAL,DATE,7,N,,,,,
DBP01,THE,CUTTING_PERMIT_POSTPONEMENT,POSTPONEMENT_RESCINDED_IND,CONFIDENTIAL,VARCHAR2,1,N,,,,,
DBP01,THE,CUTTING_PERMIT_POSTPONEMENT,PREVIOUS_HVA_EXPIRY_DATE,CONFIDENTIAL,DATE,7,N,,,,,
DBP01,THE,CUTTING_PERMIT_POSTPONEMENT,REVISION_COUNT,PUBLIC,NUMBER,5,N,,,,,
DBP01,THE,CUTTING_PERMIT_POSTPONEMENT,ENTRY_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,"THE@masking.nrs.bcgov> update CUTTING_PERMIT_POSTPONEMENT  set ENTRY_USERID = 'D', UPDATE_USERID = 'D';",
DBP01,THE,CUTTING_PERMIT_POSTPONEMENT,ENTRY_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,CUTTING_PERMIT_POSTPONEMENT,UPDATE_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,1238 rows updated.,
DBP01,THE,CUTTING_PERMIT_POSTPONEMENT,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,DIST_TENR_DEFLT,ADMIN_FOREST_DIST,PUBLIC,NUMBER,10,N,71,,,,
DBP01,THE,DIST_TENR_DEFLT,CLIENT_NUMBER,PUBLIC,VARCHAR2,8,N,,,,,
DBP01,THE,DIST_TENR_DEFLT,CLIENT_LOCN_CODE,PUBLIC,VARCHAR2,2,N,,,,,
DBP01,THE,DIST_TENR_DEFLT,CASCADE_IND,PUBLIC,VARCHAR2,1,Y,,,,,
DBP01,THE,DIST_TENR_DEFLT,TSA_NUMBER,PUBLIC,VARCHAR2,2,Y,,,,,
DBP01,THE,DIST_TENR_DEFLT,ENTRY_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,"THE@masking.nrs.bcgov> update DIST_TENR_DEFLT set ENTRY_USERID = 'D', UPDATE_USERID = 'D';",
DBP01,THE,DIST_TENR_DEFLT,ENTRY_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,DIST_TENR_DEFLT,UPDATE_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,71 rows updated.,
DBP01,THE,DIST_TENR_DEFLT,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,DIST_TENR_DEFLT,REVISION_COUNT,PUBLIC,NUMBER,5,N,,,,,
DBP01,THE,FOREST_FILE_CLIENT,FOREST_FILE_CLIENT_SKEY,PUBLIC,NUMBER,10,N,352049,,,,
DBP01,THE,FOREST_FILE_CLIENT,FOREST_FILE_ID,PUBLIC,VARCHAR2,10,N,,,,,
DBP01,THE,FOREST_FILE_CLIENT,CLIENT_NUMBER,PROTECTED_A,VARCHAR2,8,N,,,,,
DBP01,THE,FOREST_FILE_CLIENT,CLIENT_LOCN_CODE,PROTECTED_A,VARCHAR2,2,N,,,,,
DBP01,THE,FOREST_FILE_CLIENT,FOREST_FILE_CLIENT_TYPE_CODE,PUBLIC,VARCHAR2,1,N,,,,,
DBP01,THE,FOREST_FILE_CLIENT,LICENSEE_START_DATE,CONFIDENTIAL,DATE,7,Y,,,,,
DBP01,THE,FOREST_FILE_CLIENT,LICENSEE_END_DATE,CONFIDENTIAL,DATE,7,Y,,,,,
DBP01,THE,FOREST_FILE_CLIENT,REVISION_COUNT,PUBLIC,NUMBER,5,N,,,,,
DBP01,THE,FOREST_FILE_CLIENT,ENTRY_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,"THE@masking.nrs.bcgov> update FOREST_FILE_CLIENT set ENTRY_USERID = 'D', UPDATE_USERID = 'D';",
DBP01,THE,FOREST_FILE_CLIENT,ENTRY_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,FOREST_FILE_CLIENT,UPDATE_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,353222 rows updated.,
DBP01,THE,FOREST_FILE_CLIENT,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,FREE_USE_PERMIT,FOREST_FILE_ID,PUBLIC,VARCHAR2,10,N,807,,,,
DBP01,THE,FREE_USE_PERMIT,AMENDMENT_ID,PUBLIC,VARCHAR2,5,N,,,,,
DBP01,THE,FREE_USE_PERMIT,AMEND_STATUS_CODE,PUBLIC,VARCHAR2,3,N,,,,,
DBP01,THE,FREE_USE_PERMIT,AMEND_STATUS_DATE,CONFIDENTIAL,DATE,7,N,,,,,
DBP01,THE,FREE_USE_PERMIT,CURRENT_IND,PUBLIC,VARCHAR2,1,N,,,,,
DBP01,THE,FREE_USE_PERMIT,MAJORITY_VOL_CEDAR_SPECIES_IND,PUBLIC,VARCHAR2,1,N,,,,,
DBP01,THE,FREE_USE_PERMIT,FUP_COMMENT,PUBLIC,VARCHAR2,255,Y,,,Set to NULL or Scramble,"THE@masking.nrs.bcgov> update free_use_permit set fup_comment = null, ENTRY_USERID = 'D', UPDATE_USERID = 'D'; ",
DBP01,THE,FREE_USE_PERMIT,RETIREMENT_DATE,PUBLIC,DATE,7,Y,,,,,
DBP01,THE,FREE_USE_PERMIT,FN_TREATY_PURPOSE,PUBLIC,VARCHAR2,1,Y,,,,811 rows updated.,
DBP01,THE,FREE_USE_PERMIT,FREE_USE_PERMIT_FN_USAGE_CODE,PUBLIC,VARCHAR2,10,Y,,,,,
DBP01,THE,FREE_USE_PERMIT,FREE_USE_PERMIT_TYPE_CODE,PUBLIC,VARCHAR2,10,Y,,,,,
DBP01,THE,FREE_USE_PERMIT,REVISION_COUNT,PUBLIC,NUMBER,5,Y,,,,,
DBP01,THE,FREE_USE_PERMIT,ENTRY_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,,
DBP01,THE,FREE_USE_PERMIT,ENTRY_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,FREE_USE_PERMIT,UPDATE_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,,
DBP01,THE,FREE_USE_PERMIT,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,FSR_DECLARATION,FOREST_FILE_ID,PUBLIC,VARCHAR2,10,N,2,,,,
DBP01,THE,FSR_DECLARATION,SECTION_ID,PUBLIC,VARCHAR2,10,N,,,,,
DBP01,THE,FSR_DECLARATION,AMENDMENT_ID,PUBLIC,VARCHAR2,5,N,,,,,
DBP01,THE,FSR_DECLARATION,AMEND_STATUS_CODE,CONFIDENTIAL,VARCHAR2,3,N,,,,,
DBP01,THE,FSR_DECLARATION,AMEND_STATUS_DATE,CONFIDENTIAL,DATE,7,N,,,,,
DBP01,THE,FSR_DECLARATION,CURRENT_IND,PUBLIC,VARCHAR2,1,N,,,,,
DBP01,THE,FSR_DECLARATION,BCTS_FUNDED_IND,PUBLIC,VARCHAR2,1,Y,,,,,
DBP01,THE,FSR_DECLARATION,ROAD_NAME_LEGAL,CONFIDENTIAL,VARCHAR2,50,Y,,,Set to NULL or Scramble,"THE@masking.nrs.bcgov> update fsr_declaration set FD_COMMENT = null,",
DBP01,THE,FSR_DECLARATION,ROAD_NAME_COMMON,CONFIDENTIAL,VARCHAR2,50,Y,,,Set to NULL or Scramble,"  2  ROAD_NAME_LEGAL = null,",
DBP01,THE,FSR_DECLARATION,FD_COMMENT,CONFIDENTIAL,VARCHAR2,255,Y,,,Set to NULL or Scramble,"  3  ROAD_NAME_COMMON = null,",
DBP01,THE,FSR_DECLARATION,WATERSHED_CODE,PUBLIC,VARCHAR2,10,Y,,,,"  4  ENTRY_USERID = 'D', UPDATE_USERID = 'D';",
DBP01,THE,FSR_DECLARATION,RETIREMENT_DATE,PUBLIC,DATE,7,Y,,,,,
DBP01,THE,FSR_DECLARATION,GEO_ORG_UNIT_NO,PUBLIC,NUMBER,10,N,,,,2 rows updated.,
DBP01,THE,FSR_DECLARATION,BCTS_ORG_UNIT_NO,PUBLIC,NUMBER,10,Y,,,,,
DBP01,THE,FSR_DECLARATION,REVISION_COUNT,PUBLIC,NUMBER,5,Y,,,,,
DBP01,THE,FSR_DECLARATION,ENTRY_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,,
DBP01,THE,FSR_DECLARATION,ENTRY_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,FSR_DECLARATION,UPDATE_USERID,PROTECTED_A,VARCHAR2,30,N,,,Set to D or Scramble,,
DBP01,THE,FSR_DECLARATION,UPDATE_TIMESTAMP,PUBLIC,DATE,7,N,,,,,
DBP01,THE,FSR_DEDICATION,FOREST_FILE_ID,PUBLIC,VARCHAR2,10,N,761,,,,
DBP01,THE,FSR_DEDICATION,DEDICATION_PLAN_ID,PUBLIC,VARCHAR2,30,N,,,,,
DBP01,THE,FSR_DEDICATION,AMENDMENT_ID,PUBLIC,VARCHAR2,5,N,,,,,
DBP01,THE,FSR_DEDICATION,AMEND_STATUS_CODE,CONFIDENTIAL,VARCHAR2,3,N,,,,,
